Event,Team 1,Team 2,Date,Match Format,Maps Picked/Banned,Map Scores,Team 1 Attack,Team 1 Defense,Team 1 Overtime,Team 2 Defense,Team 2 Attack,Team 2 Overtime,Durations (in seconds)
Champions Tour 2024: EMEA Stage 1,FNATIC,Team Heretics,2024-04-04 13:10:00,Bo3,FNC ban Sunset; TH ban Ascent; FNC pick Icebox; TH pick Lotus; FNC ban Split; TH ban Breeze; Bind remains,"['Icebox: 4-13', ' Lotus: 15-17']","['1', '7']","['3', '5']","[None, '3']","['4', '5']","['9', '7']","[None, '5']","[2811, 4637]"
Champions Tour 2024: EMEA Stage 1,Team Liquid,FUT Esports,2024-04-05 11:00:00,Bo3,FUT ban Breeze; TL ban Bind; FUT pick Split; TL pick Icebox; FUT ban Ascent; TL ban Sunset; Lotus remains,"['Split: 5-13', ' Icebox: 8-13']","['3', '4']","['2', '4']","[None, None]","['3', '8']","['10', '5']","[None, None]","[3373, 2642]"
Champions Tour 2024: EMEA Stage 1,BBL Esports,Gentle Mates,2024-04-05 13:00:00,Bo3,BBL ban Lotus; M8 ban Bind; BBL pick Ascent; M8 pick Sunset; BBL ban Breeze; M8 ban Split; Icebox remains,"['Ascent: 7-13', ' Sunset: 11-13']","['3', '5']","['4', '6']","[None, None]","['5', '7']","['8', '6']","[None, None]","[3302, 3180]"
Champions Tour 2024: EMEA Stage 1,Karmine Corp,FUT Esports,2024-04-10 11:00:00,Bo3,FUT ban Sunset; KC ban Ascent; FUT pick Bind; KC pick Lotus; FUT ban Split; KC ban Icebox; Breeze remains,"['Bind: 13-11', ' Lotus: 8-13', ' Breeze: 7-13']","['7', '5', '1']","['6', '3', '6']","[None, None, None]","['5', '4', '7']","['6', '9', '6']","[None, None, None]","[4358, 2767, 2435]"
Champions Tour 2024: EMEA Stage 1,Team Vitality,Team Heretics,2024-04-10 14:10:00,Bo3,VIT ban Lotus; TH ban Ascent; VIT pick Breeze; TH pick Sunset; VIT ban Bind; TH ban Split; Icebox remains,"['Breeze: 13-9', ' Sunset: 11-13', ' Icebox: 13-9']","['7', '5', '8']","['6', '6', '5']","[None, None, None]","['3', '7', '4']","['6', '6', '5']","[None, None, None]","[3495, 3312, 3150]"
Champions Tour 2024: EMEA Stage 1,Team Liquid,Natus Vincere,2024-04-11 11:00:00,Bo3,TL ban Breeze; NAVI ban Sunset; TL pick Lotus; NAVI pick Split; TL ban Bind; NAVI ban Icebox; Ascent remains,"['Lotus: 13-10', ' Split: 11-13', ' Ascent: 5-13']","['5', '10', '2']","['8', '1', '3']","[None, None, None]","['6', '2', '4']","['4', '11', '9']","[None, None, None]","[4184, 3450, 2455]"
Champions Tour 2024: EMEA Stage 1,BBL Esports,KOI,2024-04-11 14:20:00,Bo3,KOI ban Split; BBL ban Bind; KOI pick Breeze; BBL pick Icebox; KOI ban Lotus; BBL ban Sunset; Ascent remains,"['Breeze: 13-4', ' Icebox: 13-3']","['4', '4']","['9', '9']","[None, None]","['1', '0']","['3', '3']","[None, None]","[2677, 2315]"
Champions Tour 2024: EMEA Stage 1,FNATIC,GIANTX,2024-04-12 11:00:00,Bo3,GX ban Lotus; FNC ban Sunset; GX pick Bind; FNC pick Breeze; GX ban Ascent; FNC ban Icebox; Split remains,"['Bind: 13-5', ' Breeze: 5-13', ' Split: 13-7']","['7', '4', '9']","['6', '1', '4']","[None, None, None]","['5', '8', '3']","['0', '5', '4']","[None, None, None]","[3419, 2266, 2701]"
Champions Tour 2024: EMEA Stage 1,Karmine Corp,Gentle Mates,2024-04-12 13:45:00,Bo3,KC ban Ascent; M8 ban Bind; KC pick Split; M8 pick Icebox; KC ban Breeze; M8 ban Lotus; Sunset remains,"['Split: 13-6', ' Icebox: 13-6']","['4', '3']","['9', '10']","[None, None]","['3', '4']","['3', '2']","[None, None]","[3425, 2716]"
Champions Tour 2024: EMEA Stage 1,Gentle Mates,FNATIC,2024-04-17 11:00:00,Bo3,M8 ban Bind; FNC ban Sunset; M8 pick Breeze; FNC pick Lotus; M8 ban Icebox; FNC ban Ascent; Split remains,"['Breeze: 6-13', ' Lotus: 4-13']","['3', '4']","['3', '0']","[None, None]","['9', '8']","['4', '5']","[None, None]","[3637, 2293]"
Champions Tour 2024: EMEA Stage 1,Karmine Corp,Natus Vincere,2024-04-17 13:00:00,Bo3,NAVI ban Breeze; KC ban Ascent; NAVI pick Bind; KC pick Sunset; NAVI ban Lotus; KC ban Icebox; Split remains,"['Bind: 13-7', ' Sunset: 7-13', ' Split: 6-13']","['8', '2', '3']","['5', '5', '3']","[None, None, None]","['4', '6', '9']","['3', '7', '4']","[None, None, None]","[3043, 2546, 2545]"
Champions Tour 2024: EMEA Stage 1,BBL Esports,Team Heretics,2024-04-18 11:00:00,Bo3,BBL ban Lotus; TH ban Ascent; BBL pick Split; TH pick Sunset; BBL ban Bind; TH ban Breeze; Icebox remains,"['Split: 13-7', ' Sunset: 13-10']","['7', '7']","['6', '6']","[None, None]","['5', '4']","['2', '6']","[None, None]","[3703, 2837]"
Champions Tour 2024: EMEA Stage 1,Team Vitality,FUT Esports,2024-04-18 13:15:00,Bo3,FUT ban Breeze; VIT ban Bind; FUT pick Ascent; VIT pick Icebox; FUT ban Lotus; VIT ban Split; Sunset remains,"['Ascent: 7-13', ' Icebox: 13-9', ' Sunset: 13-9']","['3', '7', '6']","['4', '6', '7']","[None, None, None]","['5', '3', '6']","['8', '6', '3']","[None, None, None]","[3142, 2952, 2747]"
Champions Tour 2024: EMEA Stage 1,Team Liquid,GIANTX,2024-04-19 11:00:00,Bo3,GX ban Split; TL ban Breeze; GX pick Lotus; TL pick Icebox; GX ban Sunset; TL ban Bind; Ascent remains,"['Lotus: 14-16', ' Icebox: 13-7', ' Ascent: 13-11']","['7', '9', '4']","['5', '4', '9']","['2', None, None]","['5', '3', '8']","['7', '4', '3']","['4', None, None]","[4661, 2533, 3190]"
Champions Tour 2024: EMEA Stage 1,FNATIC,KOI,2024-04-19 14:55:00,Bo3,FNC ban Sunset; KOI ban Lotus; FNC pick Bind; KOI pick Icebox; FNC ban Split; KOI ban Ascent; Breeze remains,"['Bind: 13-11', ' Icebox: 13-4']","['10', '8']","['3', '5']","[None, None]","['2', '4']","['9', '0']","[None, None]","[4109, 2508]"
Champions Tour 2024: EMEA Stage 1,Team Liquid,Team Heretics,2024-04-24 11:00:00,Bo3,TH ban Split; TL ban Breeze; TH pick Sunset; TL pick Bind; TH ban Ascent; TL ban Icebox; Lotus remains,"['Sunset: 2-13', ' Bind: 7-13']","['0', '5']","['2', '2']","[None, None]","['3', '7']","['10', '6']","[None, None]","[3030, 2793]"
Champions Tour 2024: EMEA Stage 1,Team Vitality,Gentle Mates,2024-04-24 13:00:00,Bo3,VIT ban Ascent; M8 ban Bind; VIT pick Icebox; M8 pick Sunset; VIT ban Lotus; M8 ban Split; Breeze remains,"['Icebox: 5-13', ' Sunset: 5-13']","['4', '2']","['1', '3']","[None, None]","['8', '10']","['5', '3']","[None, None]","[2666, 2379]"
Champions Tour 2024: EMEA Stage 1,FNATIC,FUT Esports,2024-04-25 11:00:00,Bo3,FUT ban Breeze; FNC ban Sunset; FUT pick Split; FNC pick Lotus; FUT ban Icebox; FNC ban Ascent; Bind remains,"['Split: 7-13', ' Lotus: 13-15']","['5', '6']","['2', '6']","[None, '1']","['7', '6']","['6', '6']","[None, '3']","[3719, 4276]"
Champions Tour 2024: EMEA Stage 1,BBL Esports,Natus Vincere,2024-04-25 13:30:00,Bo3,NAVI ban Icebox; BBL ban Breeze; NAVI pick Ascent; BBL pick Sunset; NAVI ban Lotus; BBL ban Bind; Split remains,"['Ascent: 8-13', ' Sunset: 13-8', ' Split: 13-9']","['3', '5', '6']","['5', '8', '7']","[None, None, None]","['6', '4', '6']","['7', '4', '3']","[None, None, None]","[3373, 3086, 3181]"
Champions Tour 2024: EMEA Stage 1,Team Vitality,GIANTX,2024-04-26 11:00:00,Bo3,GX ban Bind; VIT ban Ascent; GX pick Lotus; VIT pick Breeze; GX ban Icebox; VIT ban Split; Sunset remains,"['Lotus: 14-16', ' Breeze: 13-7', ' Sunset: 13-6']","['7', '9', '7']","['5', '4', '6']","['2', None, None]","['5', '3', '5']","['7', '4', '1']","['4', None, None]","[5080, 2681, 2437]"
Champions Tour 2024: EMEA Stage 1,Karmine Corp,KOI,2024-04-26 14:10:00,Bo3,KOI ban Lotus; KC ban Ascent; KOI pick Sunset; KC pick Icebox; KOI ban Split; KC ban Breeze; Bind remains,"['Sunset: 13-7', ' Icebox: 7-13', ' Bind: 15-13']","['8', '4', '4']","['5', '3', '8']","[None, None, '3']","['4', '4', '8']","['3', '9', '4']","[None, None, '1']","[3183, 2741, 3599]"
Champions Tour 2024: EMEA Stage 1,BBL Esports,GIANTX,2024-05-01 11:00:00,Bo3,GX ban Icebox; BBL ban Lotus; GX pick Bind; BBL pick Sunset; GX ban Ascent; BBL ban Breeze; Split remains,"['Bind: 6-13', ' Sunset: 11-13']","['1', '5']","['5', '6']","[None, None]","['6', '7']","['7', '6']","[None, None]","[3481, 2757]"
Champions Tour 2024: EMEA Stage 1,Karmine Corp,Team Heretics,2024-05-01 13:00:00,Bo3,KC ban Sunset; TH ban Split; KC pick Icebox; TH pick Lotus; KC ban Ascent; TH ban Breeze; Bind remains,"['Icebox: 12-14', ' Lotus: 13-5', ' Bind: 9-13']","['6', '10', '8']","['6', '3', '1']","['0', None, None]","['6', '2', '4']","['6', '3', '9']","['2', None, None]","[4236, 2166, 3238]"
Champions Tour 2024: EMEA Stage 1,Team Vitality,KOI,2024-05-02 11:00:00,Bo3,KOI ban Lotus; VIT ban Bind; KOI pick Split; VIT pick Breeze; KOI ban Sunset; VIT ban Ascent; Icebox remains,"['Split: 5-13', ' Breeze: 13-7', ' Icebox: 4-13']","['5', '6', '3']","['0', '7', '1']","[None, None, None]","['7', '6', '9']","['6', '1', '4']","[None, None, None]","[2997, 2679, 2253]"
Champions Tour 2024: EMEA Stage 1,Natus Vincere,FNATIC,2024-05-02 13:55:00,Bo3,FNC ban Sunset; NAVI ban Icebox; FNC pick Breeze; NAVI pick Ascent; FNC ban Split; NAVI ban Lotus; Bind remains,"['Breeze: 6-13', ' Ascent: 13-8', ' Bind: 13-3']","['5', '9', '4']","['1', '4', '9']","[None, None, None]","['7', '3', '0']","['6', '5', '3']","[None, None, None]","[2986, 2922, 2423]"
Champions Tour 2024: EMEA Stage 1,Team Liquid,Gentle Mates,2024-05-03 11:00:00,Bo3,TL ban Breeze; M8 ban Bind; TL pick Lotus; M8 pick Icebox; TL ban Split; M8 ban Ascent; Sunset remains,"['Lotus: 13-4', ' Icebox: 13-2']","['8', '10']","['5', '3']","[None, None]","['4', '2']","['0', '0']","[None, None]","[3397, 1914]"
Champions Tour 2024: EMEA Stage 1,BBL Esports,FUT Esports,2024-05-03 12:50:00,Bo3,FUT ban Sunset; BBL ban Lotus; FUT pick Bind; BBL pick Icebox; FUT ban Breeze; BBL ban Split; Ascent remains,"['Bind: 9-13', ' Icebox: 6-13']","['4', '3']","['5', '3']","[None, None]","['8', '4']","['5', '9']","[None, None]","[3749, 2382]"
Champions Tour 2024: EMEA Stage 1,FNATIC,Team Liquid,2024-05-08 11:00:00,Bo3,TL ban Breeze; FNC ban Sunset; TL pick Ascent; FNC pick Icebox; TL ban Split; FNC ban Bind; Lotus remains,"['Ascent: 13-11', ' Icebox: 12-14', ' Lotus: 13-5']","['3', '5', '2']","['10', '7', '11']","[None, '0', None]","['9', '7', '4']","['2', '5', '1']","[None, '2', None]","[4001, 3723, 2317]"
Champions Tour 2024: EMEA Stage 1,Natus Vincere,Team Heretics,2024-05-08 14:20:00,Bo3,TH ban Ascent; NAVI ban Breeze; TH pick Lotus; NAVI pick Split; TH ban Icebox; NAVI ban Sunset; Bind remains,"['Lotus: 11-13', ' Split: 9-13']","['7', '6']","['4', '3']","[None, None]","['5', '6']","['8', '7']","[None, None]","[3607, 3242]"
Champions Tour 2024: EMEA Stage 1,Karmine Corp,FNATIC,2024-05-09 11:00:00,Bo3,FNC ban Sunset; KC ban Ascent; FNC pick Breeze; KC pick Bind; FNC ban Split; KC ban Icebox; Lotus remains,"['Breeze: 11-13', ' Bind: 9-13']","['9', '8']","['2', '1']","[None, None]","['3', '4']","['10', '9']","[None, None]","[4560, 3507]"
Champions Tour 2024: EMEA Stage 1,FUT Esports,Team Heretics,2024-05-09 13:30:00,Bo3,TH ban Ascent; FUT ban Breeze; TH pick Lotus; FUT pick Split; TH ban Icebox; FUT ban Bind; Sunset remains,"['Lotus: 10-13', ' Split: 13-15']","['6', '5']","['4', '7']","[None, '1']","['6', '7']","['7', '5']","[None, '3']","[3940, 4019]"
Champions Tour 2024: EMEA Stage 1,FNATIC,Team Heretics,2024-05-10 11:00:00,Bo3,TH ban Ascent; FNC ban Sunset; TH pick Lotus; FNC pick Breeze; TH ban Icebox; FNC ban Bind; Split remains,"['Lotus: 13-15', ' Breeze: 4-13']","['6', '4']","['6', '0']","['1', None]","['6', '8']","['6', '5']","['3', None]","[5558, 2330]"
Champions Tour 2024: EMEA Stage 1,Karmine Corp,FUT Esports,2024-05-10 13:30:00,Bo3,KC ban Ascent; FUT ban Breeze; KC pick Icebox; FUT pick Sunset; KC ban Split; FUT ban Bind; Lotus remains,"['Icebox: 3-13', ' Sunset: 10-13']","['1', '4']","['2', '6']","[None, None]","['3', '8']","['10', '5']","[None, None]","[3126, 3011]"
Champions Tour 2024: EMEA Stage 1,FNATIC,FUT Esports,2024-05-11 11:00:00,Bo5,FNC ban Sunset; FUT ban Lotus; FNC pick Icebox; FUT pick Bind; FNC pick Breeze; FUT pick Split; Ascent remains,"['Icebox: 11-13', ' Bind: 13-6', ' Breeze: 13-11', ' Split: 14-12']","['8', '7', '7', '4']","['3', '6', '6', '8']","[None, None, None, '2']","['4', '0', '5', '8']","['9', '6', '6', '4']","[None, None, None, '0']","[4501, 2396, 3548, 3572]"
Champions Tour 2024: EMEA Stage 1,Team Heretics,FNATIC,2024-05-12 11:00:00,Bo5,TH ban Ascent; TH ban Icebox; TH pick Sunset; FNC pick Bind; TH pick Lotus; FNC pick Split; Breeze remains,"['Sunset: 13-7', ' Bind: 15-13', ' Lotus: 8-13', ' Split: 5-13', ' Breeze: 8-13']","['5', '6', '7', '0', '4']","['8', '6', '1', '5', '4']","[None, '3', None, None, None]","['3', '6', '5', '6', '8']","['4', '6', '8', '7', '5']","[None, '1', None, None, None]","[3840, 3969, 4678, 3357, 2859]"
Champions Tour 2024: Pacific Stage 1,Global Esports,ZETA DIVISION,2024-04-06 04:00:00,Bo3,ZETA ban Breeze; GE ban Bind; ZETA pick Sunset; GE pick Icebox; ZETA ban Split; GE ban Lotus; Ascent remains,"['Sunset: 1-13', ' Icebox: 13-10', ' Ascent: 8-13']","['1', '5', '6']","['0', '8', '2']","[None, None, None]","['11', '6', '6']","['2', '4', '7']","[None, None, None]","[3044, 2979, 3021]"
Champions Tour 2024: Pacific Stage 1,Team Secret,DRX,2024-04-06 07:00:00,Bo3,TS ban Bind; DRX ban Icebox; TS pick Sunset; DRX pick Lotus; TS ban Split; DRX ban Ascent; Breeze remains,"['Sunset: 8-13', ' Lotus: 8-13']","['5', '5']","['3', '3']","[None, None]","['4', '7']","['9', '6']","[None, None]","[3338, 2584]"
Champions Tour 2024: Pacific Stage 1,BLEED,Talon Esports,2024-04-07 04:00:00,Bo3,TLN ban Breeze; BLD ban Ascent; TLN pick Lotus; BLD pick Bind; TLN ban Split; BLD ban Sunset; Icebox remains,"['Lotus: 13-9', ' Bind: 7-13', ' Icebox: 6-13']","['7', '2', '4']","['6', '5', '2']","[None, None, None]","['5', '6', '3']","['4', '7', '10']","[None, None, None]","[4046, 2800, 2665]"
Champions Tour 2024: Pacific Stage 1,T1,Paper Rex,2024-04-07 07:15:00,Bo3,T1 ban Icebox; PRX ban Breeze; T1 pick Lotus; PRX pick Bind; T1 ban Split; PRX ban Ascent; Sunset remains,"['Lotus: 10-13', ' Bind: 12-14']","['2', '6']","['8', '6']","[None, '0']","['9', '6']","['4', '6']","[None, '2']","[4474, 3192]"
Champions Tour 2024: Pacific Stage 1,Team Secret,Rex Regum Qeon,2024-04-08 04:00:00,Bo3,TS ban Bind; RRQ ban Sunset; TS pick Breeze; RRQ pick Split; TS ban Lotus; RRQ ban Ascent; Icebox remains,"['Breeze: 10-13', ' Split: 13-6', ' Icebox: 12-14']","['7', '6', '5']","['3', '7', '7']","[None, None, '0']","['4', '6', '7']","['9', '0', '5']","[None, None, '2']","[3748, 2622, 3668]"
Champions Tour 2024: Pacific Stage 1,Global Esports,DRX,2024-04-08 07:20:00,Bo3,GE ban Bind; DRX ban Icebox; GE pick Ascent; DRX pick Lotus; GE ban Sunset; DRX ban Split; Breeze remains,"['Ascent: 8-13', ' Lotus: 6-13']","['5', '3']","['3', '3']","[None, None]","['4', '9']","['9', '4']","[None, None]","[3258, 2812]"
Champions Tour 2024: Pacific Stage 1,Gen.G,Talon Esports,2024-04-09 04:00:00,Bo3,GEN ban Sunset; TLN ban Breeze; GEN pick Lotus; TLN pick Ascent; GEN ban Icebox; TLN ban Split; Bind remains,"['Lotus: 13-9', ' Ascent: 13-8']","['4', '3']","['9', '10']","[None, None]","['6', '6']","['3', '2']","[None, None]","[3289, 2705]"
Champions Tour 2024: Pacific Stage 1,T1,DetonatioN FocusMe,2024-04-09 06:10:00,Bo3,DFM ban Bind; T1 ban Icebox; DFM pick Ascent; T1 pick Lotus; DFM ban Breeze; T1 ban Split; Sunset remains,"['Ascent: 10-13', ' Lotus: 13-5', ' Sunset: 11-13']","['3', '4', '6']","['7', '9', '5']","[None, None, None]","['8', '2', '6']","['5', '3', '7']","[None, None, None]","[3695, 2610, 3101]"
Champions Tour 2024: Pacific Stage 1,Gen.G,Paper Rex,2024-04-13 04:00:00,Bo3,GEN ban Sunset; PRX ban Breeze; GEN pick Lotus; PRX pick Icebox; GEN ban Split; PRX ban Ascent; Bind remains,"['Lotus: 13-11', ' Icebox: 11-13', ' Bind: 6-13']","['9', '3', '2']","['4', '8', '4']","[None, None, None]","['3', '9', '10']","['8', '4', '3']","[None, None, None]","[3926, 2800, 2506]"
Champions Tour 2024: Pacific Stage 1,T1,DRX,2024-04-13 07:10:00,Bo3,T1 ban Icebox; DRX ban Lotus; T1 pick Breeze; DRX pick Split; T1 ban Sunset; DRX ban Ascent; Bind remains,"['Breeze: 13-9', ' Split: 5-13', ' Bind: 6-13']","['8', '2', '3']","['5', '3', '3']","[None, None, None]","['2', '10', '9']","['7', '3', '4']","[None, None, None]","[3198, 2360, 2523]"
Champions Tour 2024: Pacific Stage 1,Team Secret,ZETA DIVISION,2024-04-14 04:00:00,Bo3,TS ban Bind; ZETA ban Breeze; TS pick Icebox; ZETA pick Lotus; TS ban Ascent; ZETA ban Split; Sunset remains,"['Icebox: 13-8', ' Lotus: 6-13', ' Sunset: 13-7']","['6', '5', '9']","['7', '1', '4']","[None, None, None]","['3', '7', '3']","['5', '6', '4']","[None, None, None]","[3547, 2511, 2897]"
Champions Tour 2024: Pacific Stage 1,BLEED,Rex Regum Qeon,2024-04-14 07:00:00,Bo3,BLD ban Ascent; RRQ ban Sunset; BLD pick Lotus; RRQ pick Icebox; BLD ban Split; RRQ ban Bind; Breeze remains,"['Lotus: 2-13', ' Icebox: 5-13']","['0', '4']","['2', '1']","[None, None]","['3', '8']","['10', '5']","[None, None]","[2629, 2556]"
Champions Tour 2024: Pacific Stage 1,Gen.G,DetonatioN FocusMe,2024-04-15 04:00:00,Bo3,DFM ban Bind; GEN ban Sunset; DFM pick Split; GEN pick Lotus; DFM ban Icebox; GEN ban Ascent; Breeze remains,"['Split: 13-8', ' Lotus: 13-7']","['7', '7']","['6', '6']","[None, None]","['2', '1']","['6', '6']","[None, None]","[3631, 2839]"
Champions Tour 2024: Pacific Stage 1,Global Esports,Talon Esports,2024-04-15 06:10:00,Bo3,TLN ban Split; GE ban Bind; TLN pick Icebox; GE pick Breeze; TLN ban Ascent; GE ban Sunset; Lotus remains,"['Icebox: 13-4', ' Breeze: 12-14', ' Lotus: 6-13']","['9', '6', '1']","['4', '6', '5']","[None, '0', None]","['3', '6', '6']","['1', '6', '7']","[None, '2', None]","[2738, 3674, 2619]"
Champions Tour 2024: Pacific Stage 1,T1,Rex Regum Qeon,2024-04-16 04:00:00,Bo3,RRQ ban Sunset; T1 ban Icebox; RRQ pick Ascent; T1 pick Lotus; RRQ ban Split; T1 ban Bind; Breeze remains,"['Ascent: 13-6', ' Lotus: 13-8']","['7', '7']","['6', '6']","[None, None]","['0', '2']","['6', '6']","[None, None]","[2851, 2715]"
Champions Tour 2024: Pacific Stage 1,BLEED,ZETA DIVISION,2024-04-16 06:00:00,Bo3,BLD ban Icebox; ZETA ban Breeze; BLD pick Sunset; ZETA pick Ascent; BLD ban Split; ZETA ban Bind; Lotus remains,"['Sunset: 9-13', ' Ascent: 13-9', ' Lotus: 8-13']","['3', '6', '3']","['6', '7', '5']","[None, None, None]","['7', '4', '9']","['6', '5', '4']","[None, None, None]","[3390, 2961, 2860]"
Champions Tour 2024: Pacific Stage 1,Gen.G,DRX,2024-04-20 04:00:00,Bo3,DRX ban Lotus; GEN ban Sunset; DRX pick Bind; GEN pick Ascent; DRX ban Breeze; GEN ban Icebox; Split remains,"['Bind: 10-13', ' Ascent: 13-9', ' Split: 7-13']","['6', '8', '6']","['4', '5', '1']","[None, None, None]","['5', '2', '6']","['8', '7', '7']","[None, None, None]","[4119, 2954, 2670]"
Champions Tour 2024: Pacific Stage 1,BLEED,DetonatioN FocusMe,2024-04-20 07:15:00,Bo3,BLD ban Icebox; DFM ban Bind; BLD pick Lotus; DFM pick Split; BLD ban Sunset; DFM ban Breeze; Ascent remains,"['Lotus: 9-13', ' Split: 13-7', ' Ascent: 13-4']","['2', '10', '3']","['7', '3', '10']","[None, None, None]","['8', '2', '2']","['5', '5', '2']","[None, None, None]","[3528, 2696, 2567]"
Champions Tour 2024: Pacific Stage 1,Global Esports,Rex Regum Qeon,2024-04-21 04:00:00,Bo3,RRQ ban Sunset; GE ban Bind; RRQ pick Lotus; GE pick Icebox; RRQ ban Split; GE ban Breeze; Ascent remains,"['Lotus: 13-10', ' Icebox: 13-4']","['7', '8']","['6', '5']","[None, None]","['5', '4']","['5', '0']","[None, None]","[3816, 2360]"
Champions Tour 2024: Pacific Stage 1,Team Secret,Paper Rex,2024-04-21 07:00:00,Bo3,TS ban Bind; PRX ban Breeze; TS pick Icebox; PRX pick Sunset; TS ban Lotus; PRX ban Ascent; Split remains,"['Icebox: 13-9', ' Sunset: 13-8']","['5', '7']","['8', '6']","[None, None]","['5', '5']","['4', '3']","[None, None]","[3160, 2770]"
Champions Tour 2024: Pacific Stage 1,T1,Talon Esports,2024-04-22 04:00:00,Bo3,T1 ban Icebox; TLN ban Breeze; T1 pick Lotus; TLN pick Bind; T1 ban Split; TLN ban Sunset; Ascent remains,"['Lotus: 11-13', ' Bind: 10-13']","['6', '5']","['5', '5']","[None, None]","['6', '7']","['7', '6']","[None, None]","[3892, 2626]"
Champions Tour 2024: Pacific Stage 1,Gen.G,ZETA DIVISION,2024-04-22 06:15:00,Bo3,ZETA ban Breeze; GEN ban Sunset; ZETA pick Split; GEN pick Ascent; ZETA ban Icebox; GEN ban Bind; Lotus remains,"['Split: 13-8', ' Ascent: 14-12']","['6', '7']","['7', '5']","[None, '2']","['3', '5']","['5', '7']","[None, '0']","[3257, 3770]"
Champions Tour 2024: Pacific Stage 1,Team Secret,DetonatioN FocusMe,2024-04-23 04:00:00,Bo3,DFM ban Icebox; TS ban Bind; DFM pick Lotus; TS pick Breeze; DFM ban Ascent; TS ban Split; Sunset remains,"['Lotus: 13-4', ' Breeze: 9-13', ' Sunset: 13-2']","['10', '1', '1']","['3', '8', '12']","[None, None, None]","['2', '9', '2']","['2', '4', '0']","[None, None, None]","[2993, 3112, 2236]"
Champions Tour 2024: Pacific Stage 1,Global Esports,Paper Rex,2024-04-23 06:50:00,Bo3,PRX ban Breeze; GE ban Bind; PRX pick Sunset; GE pick Icebox; PRX ban Ascent; GE ban Lotus; Split remains,"['Sunset: 4-13', ' Icebox: 7-13']","['2', '2']","['2', '5']","[None, None]","['3', '6']","['10', '7']","[None, None]","[2513, 2510]"
Champions Tour 2024: Pacific Stage 1,BLEED,Paper Rex,2024-04-27 04:00:00,Bo3,BLD ban Sunset; PRX ban Breeze; BLD pick Ascent; PRX pick Bind; BLD ban Split; PRX ban Icebox; Lotus remains,"['Ascent: 5-13', ' Bind: 6-13']","['3', '5']","['2', '1']","[None, None]","['9', '7']","['4', '6']","[None, None]","[2885, 2549]"
Champions Tour 2024: Pacific Stage 1,Global Esports,DetonatioN FocusMe,2024-04-27 06:00:00,Bo3,GE ban Bind; DFM ban Icebox; GE pick Split; DFM pick Lotus; GE ban Sunset; DFM ban Breeze; Ascent remains,"['Split: 10-13', ' Lotus: 13-5', ' Ascent: 13-11']","['6', '11', '7']","['4', '2', '6']","[None, None, None]","['6', '1', '5']","['7', '4', '6']","[None, None, None]","[3646, 2438, 3513]"
Champions Tour 2024: Pacific Stage 1,T1,ZETA DIVISION,2024-04-28 04:00:00,Bo3,ZETA ban Breeze; T1 ban Icebox; ZETA pick Bind; T1 pick Lotus; ZETA ban Split; T1 ban Ascent; Sunset remains,"['Bind: 11-13', ' Lotus: 13-9', ' Sunset: 13-10']","['6', '8', '6']","['5', '5', '7']","[None, None, None]","['6', '4', '6']","['7', '5', '4']","[None, None, None]","[3720, 2634, 2976]"
Champions Tour 2024: Pacific Stage 1,Team Secret,Talon Esports,2024-04-28 07:10:00,Bo3,TS ban Bind; TLN ban Icebox; TS pick Sunset; TLN pick Lotus; TS ban Split; TLN ban Ascent; Breeze remains,"['Sunset: 13-11', ' Lotus: 11-13', ' Breeze: 10-13']","['3', '5', '7']","['10', '6', '3']","[None, None, None]","['9', '7', '5']","['2', '6', '8']","[None, None, None]","[3653, 3369, 3169]"
Champions Tour 2024: Pacific Stage 1,BLEED,DRX,2024-04-29 04:00:00,Bo3,DRX ban Ascent; BLD ban Sunset; DRX pick Bind; BLD pick Breeze; DRX ban Icebox; BLD ban Lotus; Split remains,"['Bind: 9-13', ' Breeze: 4-13']","['5', '2']","['4', '2']","[None, None]","['7', '3']","['6', '10']","[None, None]","[3733, 2437]"
Champions Tour 2024: Pacific Stage 1,Gen.G,Rex Regum Qeon,2024-04-29 06:05:00,Bo3,RRQ ban Sunset; GEN ban Icebox; RRQ pick Breeze; GEN pick Ascent; RRQ ban Lotus; GEN ban Bind; Split remains,"['Breeze: 13-3', ' Ascent: 11-13', ' Split: 10-13']","['2', '5', '5']","['11', '6', '5']","[None, None, None]","['2', '7', '7']","['1', '6', '6']","[None, None, None]","[2571, 3532, 3560]"
Champions Tour 2024: Pacific Stage 1,Team Secret,T1,2024-05-03 04:00:00,Bo3,T1 ban Icebox; TS ban Bind; T1 pick Lotus; TS pick Sunset; T1 ban Ascent; TS ban Split; Breeze remains,"['Lotus: 7-13', ' Sunset: 11-13']","['5', '2']","['2', '9']","[None, None]","['7', '10']","['6', '3']","[None, None]","[3117, 2932]"
Champions Tour 2024: Pacific Stage 1,Paper Rex,Talon Esports,2024-05-03 06:10:00,Bo3,TLN ban Split; PRX ban Breeze; TLN pick Lotus; PRX pick Bind; TLN ban Ascent; PRX ban Icebox; Sunset remains,"['Lotus: 13-0', ' Sunset: 13-9', ' Bind: 7-13']","['12', '3', '4']","['1', '10', '3']","[None, None, None]","['0', '7', '4']","['0', '2', '9']","[None, None, None]","[1977, 2937, 2627]"
